State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,
,Polk,53,1,14,3,35,717,239,414,64,2,
,Presidio,1,0,0,0,1,3,0,3,0,0,
,Rains,22,3,6,0,13,129,41,81,7,0,
,Reagan,1,0,0,0,1,20,6,13,1,0,
,Real,2,1,0,0,1,7,4,3,0,1,
,Red River,8,0,0,1,7,78,11,58,9,1,
,Reeves,5,0,0,0,5,57,20,34,3,1,
,Refugio,13,0,0,2,11,70,20,44,6,0,
,Roberts,2,0,1,0,1,18,1,17,0,1,
,Runnels,0,0,0,0,0,10,0,10,0,0,
,Sabine,35,0,2,1,32,97,46,43,8,1,
,San Augustine,17,1,0,1,15,97,35,48,14,1,
,San Saba,1,0,0,0,1,24,13,9,2,0,
,Schleicher,1,0,0,0,1,17,8,9,0,0,
,Scurry,5,1,0,0,4,52,21,28,3,0,
,Shackelford,0,0,0,0,0,15,7,6,2,0,
,Shelby,55,1,7,3,44,272,71,176,25,1,
,Sherman,0,0,0,0,0,0,0,0,0,0,
,Somervell,8,0,0,0,8,100,26,70,4,0,
,Starr,102,6,12,11,73,404,175,155,74,1,
,Stephens,1,0,0,0,1,36,19,15,2,0,
,Sterling,2,0,0,0,2,13,4,9,0,0,
,Stonewall,3,0,0,0,3,9,4,4,1,0,
,Sutton,4,0,1,0,3,13,0,12,1,0,
,Swisher,5,0,0,0,5,41,14,25,2,0,
,Terrell,2,0,0,0,2,17,4,9,4,0,
,Terry,1,0,0,0,1,23,9,10,4,0,
,Throckmorton,1,0,1,0,0,5,4,1,0,0,
,Titus,87,1,10,2,74,305,121,162,22,6,
,Trinity,28,0,0,1,27,112,45,52,15,5,
,Tyler,53,1,8,6,38,281,164,94,23,4,
,Upton,6,0,0,0,6,14,2,12,0,0,
,Uvalde,20,0,3,0,17,138,42,83,13,2,
,Val Verde,2,1,0,0,1,121,36,75,10,0,
,Van Zandt,66,3,0,5,58,800,311,415,74,1,
,Walker,47,1,6,4,36,434,176,225,33,0,
,Ward,18,0,1,0,17,100,31,66,3,1,
,Washington,33,1,2,0,30,155,70,79,6,0,
,Wharton,76,0,1,4,71,437,232,177,28,8,
,Wheeler,4,0,0,0,4,33,8,19,6,0,
,Wilbarger,1,0,1,0,0,29,13,15,1,0,
,Willacy,16,0,1,0,15,91,42,46,3,2,
,Winkler,2,0,1,0,1,45,2,41,2,0,
,Wood,73,1,1,5,66,544,176,325,43,3,
,Yoakum,5,0,1,0,4,33,6,24,3,0,
,Young,14,0,0,0,14,91,42,44,5,2,
,Zapata,46,1,1,3,41,145,75,56,14,0,
,Zavala,30,0,1,2,27,115,44,62,9,2,
UTAH,Cache,25,1,14,0,10,495,75,408,12,1,
,Davis,32,0,10,0,22,216,70,137,9,0,
,Juab,5,0,0,2,3,83,31,49,3,0,
,Morgan,1,0,0,1,0,61,13,40,8,0,
,Salt Lake,654,2,71,114,467,"8,300","1,505","5,999",796,32,
,Summit,14,0,5,0,9,596,110,460,26,0,
,Tooele,45,1,6,6,32,387,45,308,34,4,
,Utah,47,0,12,3,32,392,99,263,30,6,
,Washington,39,1,4,1,33,121,38,75,8,2,
,Weber,41,1,8,13,19,"1,052",170,811,71,6,
UTAH,Beaver,9,0,0,0,9,74,16,57,1,0,
,Box Elder,4,0,1,0,3,222,60,154,8,0,
,Carbon,15,0,7,1,7,131,47,70,14,2,
,Daggett,1,0,0,1,0,25,4,20,1,0,
,Duchesne,17,0,4,0,13,142,36,95,11,1,
,Emery,6,0,1,2,3,150,51,95,4,0,
,Grand,7,0,0,0,7,67,21,37,9,0,
,Iron,19,0,5,1,13,144,60,75,9,3,
,Kane,8,0,4,1,3,55,34,21,0,0,
,Millard,20,0,2,2,16,265,55,198,12,0,
,Rich,2,0,0,0,2,45,11,33,1,0,
,San Juan,12,0,2,1,9,34,11,23,0,0,
,Sevier,11,0,2,0,9,213,58,148,7,2,
,Uintah,20,0,4,0,16,240,47,164,29,5,
,Wasatch,7,0,3,0,4,143,22,109,12,1,
,Wayne,2,0,0,0,2,72,8,62,2,0,
VERMONT,Chittenden,0,0,0,0,0,1,0,1,0,0,
,Franklin,17,0,3,5,9,289,62,207,20,1,
,Grand Isle,0,0,0,0,0,84,38,42,4,1,
VERMONT,Addison,0,0,0,0,0,0,0,0,0,0,
,Bennington,0,0,0,0,0,0,0,0,0,0,
,Caledonia,1,0,0,0,1,4,1,3,0,0,
,Lamoille,9,0,2,0,7,128,28,96,4,0,
,Orange,0,0,0,0,0,46,9,37,0,0,
,Orleans,0,0,0,0,0,35,7,28,0,0,
,Rutland,3,0,0,0,3,111,12,98,1,0,
,Washington,1,0,0,0,1,0,0,0,0,0,
,Windham,0,0,0,0,0,1,0,1,0,0,
,Windsor,0,0,0,0,0,0,0,0,0,0,
VIRGINIA,Albemarle,128,3,24,37,64,"1,929",239,"1,588",102,18,
,Amelia,15,0,3,0,12,156,38,95,23,2,
,Amherst,32,1,7,6,18,529,59,435,35,7,
,Appomattox,10,0,4,2,4,125,31,84,10,2,
,Arlington,316,3,22,145,146,"4,818",390,"4,116",312,6,
,Bedford County,51,0,18,4,29,774,119,601,54,2,
,Botetourt,20,0,6,1,13,357,46,294,17,3,
,Campbell,77,2,19,11,45,833,166,616,51,5,
,Caroline,66,0,12,13,41,440,87,348,5,13,
,Charles City,6,1,0,1,4,29,14,9,6,0,
,Chesterfield,609,11,64,321,213,"7,213","1,575","5,172",466,93,
,Clarke,10,1,2,0,7,172,17,141,14,3,
,Cumberland,14,0,3,2,9,65,17,41,7,0,
,Dinwiddie,45,0,10,6,29,486,129,306,51,6,
,Fairfax County,714,19,60,333,302,"18,216","1,375","15,760","1,081",105,
,Fauquier,39,1,9,6,23,609,80,471,58,7,
,Fluvanna,18,1,3,2,12,219,62,137,20,4,
,Franklin County,36,1,7,7,21,575,119,425,31,1,
,Frederick,127,1,46,14,66,"1,589",366,"1,088",135,9,
,Giles,15,0,3,1,11,180,54,112,14,0,
,Gloucester,21,1,5,5,10,489,40,427,22,9,
,Greene,35,0,5,5,25,218,52,155,11,3,
,Hanover,39,1,8,10,20,"1,133",110,969,54,7,
,Henrico,582,17,35,331,199,"9,062","1,486","7,005",571,93,
,Isle of Wight,45,2,5,13,25,476,138,308,30,5,
,James City,71,1,13,18,39,924,200,691,33,21,
,King and Queen,8,0,1,0,7,41,9,31,1,1,
,King William,4,0,0,3,1,79,9,55,15,1,
,Loudoun,269,3,47,35,184,"3,116",280,"2,657",179,42,
,Louisa,40,1,16,5,18,452,78,359,15,6,
,Mathews,5,0,2,0,3,87,23,60,4,1,
,Montgomery,47,1,7,2,37,547,159,337,51,8,
,Nelson,8,0,1,1,6,261,70,171,20,3,
,New Kent,33,0,3,8,22,248,51,173,24,4,
,Pittsylvania,73,2,12,16,43,582,229,325,28,2,
,Powhatan,11,4,1,3,3,318,79,211,28,0,
,Prince George,41,0,8,13,20,438,85,325,28,3,
,Prince William,560,12,24,261,263,"7,555","1,081","5,840",634,74,
,Pulaski,65,1,11,5,48,616,106,485,25,6,
,Roanoke County,116,2,15,18,81,"1,199",223,906,70,14,
,Rockingham,20,1,7,0,12,273,112,153,8,1,
,Scott,39,2,6,1,30,468,104,332,32,2,
,Spotsylvania,288,1,41,46,200,"2,473",297,"2,038",138,5,
,Stafford,181,2,46,40,93,"1,702",213,"1,353",136,12,
,Surry,16,1,0,2,13,89,41,43,5,1,
,Sussex,25,0,1,4,20,174,49,107,18,2,
,Warren,14,2,5,1,6,423,38,357,28,3,
,Washington,57,2,13,7,35,"1,143",253,842,48,9,
,York,65,1,8,26,30,"1,277",201,"1,038",38,16,
VIRGINIA,Accomack,69,2,11,30,26,600,182,377,41,0,
,Alleghany,9,0,1,0,8,103,28,69,6,0,
,Augusta,82,0,9,8,65,802,148,605,49,9,
,Bath,1,0,0,0,1,32,7,25,0,0,
,Bland,0,0,0,0,0,51,12,36,3,1,
,Brunswick,17,1,1,3,12,134,34,77,23,0,
,Buchanan,44,1,6,2,35,468,147,276,45,6,
,Buckingham,30,0,3,6,21,196,65,107,24,3,
,Carroll,52,2,4,2,44,399,144,216,39,4,
,Charlotte,33,2,2,7,22,170,60,97,13,3,
,Culpeper,27,0,5,1,21,335,33,263,39,1,
,Dickenson,27,2,5,3,17,214,63,135,16,4,
,Essex,13,0,5,3,5,87,11,60,16,2,
,Floyd,8,1,1,0,6,155,38,104,13,2,
,Grayson,20,5,2,1,12,144,49,77,18,1,
,Greensville,15,1,3,6,5,199,67,121,11,1,
,Halifax,35,1,5,6,23,414,142,236,36,4,
,Henry,158,6,9,35,108,"1,211",366,762,83,8,
,Highland,0,0,0,0,0,15,7,8,0,0,
,King George,33,0,9,4,20,416,78,317,21,3,
,Lancaster,10,1,1,0,8,116,30,75,11,0,
,Lee,20,1,2,2,15,368,100,253,15,0,
,Lunenburg,13,0,1,2,10,105,38,50,17,3,
,Mecklenburg,32,1,4,5,22,433,125,278,30,8,
,Northampton,17,0,1,6,10,229,76,134,19,0,
,Northumberland,12,0,2,2,8,181,67,105,9,0,
,Nottoway,19,0,1,1,17,56,17,36,3,1,
,Orange,15,1,3,1,10,254,51,179,24,5,
,Page,19,0,6,0,13,254,84,157,13,3,
,Patrick,18,0,4,2,12,406,109,252,45,2,
,Prince Edward,15,0,2,3,10,79,33,39,7,0,
,Rappahannock,4,0,2,0,2,47,10,33,4,1,
,Richmond County,7,1,3,0,3,47,6,37,4,0,
,Rockbridge,19,0,9,1,9,254,57,185,12,3,
,Russell,27,0,3,3,21,289,79,190,20,7,
,Shenandoah,39,0,6,2,31,330,91,215,24,0,
,Smyth,32,5,4,0,23,320,63,241,16,4,
,Southampton,30,1,2,14,13,381,96,254,31,0,
,Tazewell,42,2,4,4,32,541,134,378,29,2,
,Westmoreland,8,1,0,1,6,157,31,117,9,1,
,Wise,46,0,7,3,36,366,118,221,27,13,
,Wythe,25,2,7,2,14,129,22,103,4,0,
WASHINGTON,Asotin,14,1,2,0,11,192,39,148,5,0,
,Benton,68,0,9,5,54,551,206,310,35,4,
,Chelan,35,2,15,3,15,878,120,698,60,2,
,Clark,276,2,66,47,161,"4,396",813,"2,919",664,37,
,Cowlitz,50,1,25,2,22,710,240,407,63,5,
,Douglas,48,0,7,6,35,420,119,272,29,4,
,Franklin,13,0,1,1,11,163,52,95,16,1,
,King,549,8,107,181,253,"7,040","2,407","3,729",904,104,
,Kitsap,674,2,123,44,505,"3,760","1,045","2,538",177,29,
,Pierce,"1,147",10,107,204,826,"10,037","2,535","6,077","1,425",63,
,Skagit,80,7,18,11,44,"1,491",461,906,124,10,
,Skamania,11,0,3,1,7,196,55,124,17,0,
,Spokane,247,4,9,25,209,"2,473",646,"1,599",228,13,
,Thurston,320,0,32,30,258,"3,282",865,"2,239",178,23,
,Whatcom,131,0,35,5,91,"1,376",493,761,122,5,
,Yakima,132,6,17,42,67,"2,509",943,"1,157",409,67,
WASHINGTON,Adams,27,0,5,1,21,302,93,173,36,2,
,Clallam,51,2,17,2,30,585,166,380,39,7,
,Columbia,2,0,0,0,2,206,29,170,7,0,
,Ferry,7,1,0,0,6,20,11,8,1,0,
,Garfield,2,0,0,0,2,56,20,34,2,0,
,Grant,81,4,8,17,52,"1,480",529,817,134,15,
,Grays Harbor,32,2,4,4,22,370,138,192,40,1,
,Island,39,0,13,4,22,"1,130",456,643,31,1,
,Jefferson,34,0,7,0,27,431,164,255,12,1,
,Kittitas,19,0,2,1,16,487,134,311,42,0,
,Klickitat,10,0,0,1,9,151,103,16,32,0,
,Lewis,70,0,14,3,53,851,264,528,59,8,
,Lincoln,8,0,5,1,2,160,43,114,3,2,
,Mason,140,0,31,11,98,"1,639",641,844,154,9,
,Okanogan,13,0,3,2,8,470,171,269,30,0,
,Pacific,22,0,4,1,17,380,158,204,18,3,
,Pend Oreille,7,0,1,2,4,394,107,257,30,0,
,San Juan,6,1,0,0,5,259,86,153,20,1,
,Stevens,37,1,15,3,18,633,243,331,59,3,
,Wahkiakum,6,0,0,1,5,50,19,28,3,0,
,Walla Walla,19,0,8,1,10,336,83,238,15,0,
,Whitman,5,0,2,0,3,73,27,38,8,1,
WEST VIRGINIA,Berkeley,53,2,0,21,30,"1,208",351,792,65,12,
,Boone,14,0,0,1,13,87,23,39,25,2,
,Brooke,9,0,0,1,8,116,43,62,11,1,
,Cabell,61,1,9,22,29,846,211,571,64,6,
,Hampshire,24,0,2,1,21,110,56,45,9,0,
,Jefferson,37,0,2,12,23,471,135,312,24,8,
,Kanawha,202,6,15,35,146,"1,474",495,845,134,21,
,Marshall,18,0,4,1,13,251,63,165,23,1,
,Mineral,148,4,1,1,142,64,15,46,3,1,
,Morgan,7,0,1,2,4,58,19,33,6,1,
,Putnam,55,0,10,5,40,922,159,688,75,7,
,Wayne,2,0,0,1,1,143,60,72,11,0,
WEST VIRGINIA,Braxton,13,0,0,0,13,33,15,16,2,0,
,Fayette,53,2,6,5,40,274,122,116,36,3,
,Greenbrier,11,0,1,1,9,144,41,92,11,0,
,Hardy,12,0,0,1,11,57,27,27,3,0,
,Harrison,44,0,0,7,37,418,126,262,30,8,
,Jackson,13,0,1,1,11,153,45,88,20,0,
,Lewis,8,0,0,1,7,18,1,14,3,1,
,Mason,10,0,0,0,10,184,0,158,26,1,
,Mercer,127,5,3,8,111,535,240,243,52,8,
,Monroe,8,0,0,0,8,25,14,10,1,0,
,Raleigh,83,1,5,18,59,"1,046",334,647,65,11,
,Randolph,12,0,0,0,12,49,15,31,3,0,
,Upshur,6,0,3,0,3,94,15,71,8,0,
,Wyoming,3,0,0,1,2,231,167,59,5,0,
WISCONSIN,Brown,46,0,14,4,28,"1,342",289,"1,011",42,4,
,Calumet,8,1,2,0,5,175,40,129,6,0,
,Chippewa,14,0,6,1,7,378,69,292,17,0,
,Columbia,38,0,7,0,31,389,134,238,17,4,
,Dane,57,1,13,7,36,"1,163",297,805,61,4,
,Douglas,10,0,3,2,5,230,102,117,11,2, 
,Eau Claire,11,1,3,2,5,259,96,158,5,0,
,Fond du Lac,37,0,9,1,27,289,84,185,20,1,
,Iowa,10,1,1,3,5,171,43,123,5,1,
,Kenosha,42,1,6,8,27,807,209,552,46,4,
,Kewaunee,3,0,0,0,3,84,15,62,7,2,
,La Crosse,22,0,1,2,19,198,53,133,12,2,
,Marathon,146,0,15,2,129,464,125,323,16,1,
,Milwaukee,1,0,0,1,0,17,0,17,0,0,
,Oconto,1,0,0,0,1,468,121,303,44,0,
,Outagamie,23,0,7,0,16,461,76,360,25,1,
,Ozaukee,10,0,0,1,9,156,20,128,8,4,
,Pierce,9,0,0,0,9,160,49,96,15,0,
,Racine,15,0,3,10,2,689,85,557,47,0,
,Rock,40,0,14,2,24,496,153,319,24,3,
,Sheboygan,32,0,3,2,27,548,87,446,15,6,
,St. Croix,31,0,6,2,23,480,110,343,27,2,
,Washington,32,0,9,6,17,620,112,487,21,10,
,Waukesha,21,0,6,0,15,682,99,562,21,0,
,Winnebago,26,0,1,1,24,411,138,249,24,1,
WISCONSIN,Adams,26,0,4,1,21,479,259,205,15,0,
,Ashland,11,0,0,0,11,48,10,28,10,0,
,Barron,2,0,0,2,0,251,81,151,19,2,
,Bayfield,21,0,0,0,21,273,91,176,6,0,
,Buffalo,2,0,1,0,1,45,10,28,7,1,
,Burnett,9,1,1,0,7,279,113,157,9,0,
,Clark,19,0,4,0,15,379,101,265,13,1,
,Crawford,20,0,8,0,12,157,35,122,0,1,
,Dodge,45,1,2,1,41,263,81,160,22,3,
,Door,12,0,1,2,9,224,41,173,10,0,
,Dunn,38,0,4,1,33,221,72,132,17,0,
,Florence,6,1,1,0,4,117,29,85,3,0,
,Forest,6,0,0,1,5,122,22,94,6,1,
,Grant,19,1,0,0,18,205,72,119,14,0,
,Green,9,0,1,0,8,162,26,125,11,1,
,Green Lake,2,0,1,0,1,85,22,59,4,0,
,Iron,8,0,0,1,7,55,19,36,0,0,
,Jackson,8,1,5,0,2,240,79,132,29,0,
,Jefferson,36,1,4,5,26,400,117,255,28,3,
,Juneau,27,0,4,3,20,211,76,118,17,0,
,Lafayette,1,0,1,0,0,149,34,108,7,1,
,Langlade,16,0,2,0,14,248,69,166,13,1,
,Lincoln,4,0,2,0,2,151,50,85,16,0,
,Manitowoc,23,0,3,0,20,194,50,139,5,3,
,Marinette,11,3,4,0,4,462,211,228,23,0,
,Marquette,16,0,2,1,13,190,55,115,20,0,
,Menominee,2,0,0,1,1,71,27,43,1,0,
,Monroe,5,0,0,1,4,260,53,183,24,0,
,Oneida,11,0,0,0,11,276,76,189,11,1,
,Pepin,4,0,1,0,3,18,11,5,2,0,
,Polk,67,1,15,0,51,393,137,223,33,2,
,Portage,7,0,2,1,4,364,105,248,11,5,
,Price,37,1,1,0,35,78,34,40,4,0,
,Richland,13,0,0,0,13,127,51,67,9,0,
,Rusk,9,0,1,0,8,157,53,96,8,1,
,Sauk,30,0,7,2,21,616,129,466,21,2,
,Sawyer,24,0,5,0,19,246,51,173,22,3,
,Shawano,3,0,1,1,1,401,113,253,35,0,
,Taylor,12,1,5,0,6,183,47,124,12,0,
,Trempealeau,5,0,2,0,3,136,35,91,10,0,
,Vernon,8,1,1,0,6,167,51,97,19,0,
,Vilas,10,0,5,0,5,233,53,167,13,1,
,Walworth,19,0,8,4,7,354,54,281,19,1,
,Washburn,8,0,2,0,6,256,98,144,14,0,
,Waupaca,37,0,9,1,27,463,138,291,34,7,
,Waushara,7,0,1,0,6,272,48,211,13,0,
,Wood,4,0,1,0,3,196,69,116,11,0,
WYOMING,Laramie,58,1,5,5,47,551,120,398,33,2,
,Natrona,17,0,6,1,10,278,111,139,28,1,
WYOMING,Albany,5,1,0,0,4,68,15,42,11,0,
,Big Horn,7,0,4,0,3,22,16,4,2,0,
,Campbell,30,0,1,0,29,237,55,161,21,2,
,Carbon,9,0,0,0,9,47,7,38,2,0,
,Converse,3,0,0,0,3,39,4,32,3,0,
,Crook,1,0,1,0,0,72,15,55,2,0,
,Fremont,18,0,1,0,17,179,50,114,15,5,
,Goshen,20,0,2,0,18,67,4,60,3,1,
,Hot Springs,1,0,0,0,1,31,7,23,1,1,
,Johnson,0,0,0,0,0,30,4,25,1,0,
,Lincoln,8,0,2,0,6,106,22,76,8,2,
,Niobrara,1,0,1,0,0,5,1,4,0,0,
,Park,28,0,5,0,23,100,23,72,5,0,
,Platte,1,0,0,0,1,31,7,24,0,1,
,Sheridan,14,0,4,0,10,60,12,47,1,0,
,Sublette,22,0,3,2,17,221,48,156,17,1,
,Sweetwater,22,0,2,0,20,141,35,91,15,1,
,Teton,8,1,1,0,6,122,13,103,6,1,
,Uinta,3,0,1,0,2,75,3,62,10,0,
,Washakie,7,0,0,0,7,10,0,8,2,0,
,Weston,0,0,0,0,0,7,4,2,1,0,
